tweet,polarity
"Kuliah daring pada makeup, boro boro da haro banget lebar makeup (:",-1
"@andihiyat @samsungID Kali aja lucky wkwk biar kulon tidak tiba2 out sendiri,soalnya hengpon dah tuir jadi sering begitu klo dipake kuliah daring😆💚 #SamsungA51  https://t.co/QifQTSQtWg",-1
"@wantoshen_ @DestiyaniSaput1 @detikcom Oh ya? Aduhhh, apa dia setres kuliah daring selama pandemi ya? jadi 'emosian gitu ... :(",-1
Kuliah daring harus sesuai SIKONTOL😂,1
"geus mulai jenuh, males dengan kuliah daring anjim.",-1
@onthesbrew Pasti Efek kuliah daring ini.   Uang KOST di Stop.  😌😌😌😌😌😌,1
"Ada rekomendasi online shop yang jual selfie ringlight buat kuliah daring? biar g diprotes mulu ama dosen :""((",-1
trimakasihful bosqu @krismoerwanto  berkenan ikut kuliah daring pagi ini. howreee ...,-1
Sama aku juga lagi kuliah daring sambil twitteran😭😭  https://t.co/BXSkVD5rS3,-1
smakin tkut kuliah daring,-1
Wkwkw 🤣 kuliah daring dosennya left,-1
✨KULIAH DARING✨,-1
"Kuliah daring : Pas kita ngerti jawabannya paham materinya malah ga ditanyain dosen, tapi pas kita ngah ngoh malah ditunjuk suruh jawab. WHY GITULOH.",-1
"asli sih, kuliah daring begini bikin tubuhku nambah bungkuk, bikin mata ku nambah min nya 😩",-1
Kuliah daring = tugas numpuk.,-1
"Kuliah daring yg bikin heran itu pas tiba2 nilai keluar ""hah kobisa y dapet nilai segini""",1
"lapor bosqu, kamis kliwon yg panasnya sungguh mlekoh, seperti inilah catatan kuliah daring kapita selekta dekave yg diampu pak guru @sumbotinarbuko. salam #merdekave. howreee ...  https://t.co/eVDUnAyx0j",1
"[cm] saranin aku h-p yang penyimpanannya gede dong, tpi bajet 2jtan trserah h-p ap aj sm kameranya bgus buat kuliah daring😔💔 udh frustasi bnget sm h-p yng skrng, maaci",-1
kuliah daring bikin angong makin parah aja.,-1
Bengal bgt gue kuliah daring sambil nge drakor sambil main twitter,-1
"Makin gak niat aja kuliah daring, isinya tugas tugas tugas tugas dan tugas!!",-1
Kuliah daring tekperper menampilkan keuwuan,-1
nemenin mama kontrol ke RS check~~  *aku nyambi nonton materi kuliah **adik nyambi kuliah daring  https://t.co/zxg7eCSdzv,-1
"@_yuunie Pengennya juga gitu, tapi kuliah daring dari rumah jadinya gak pernah ke malang hehe",-1
"Udh tgl 1 lagi.. oktober pula, dan pandemi di Indonesia masih gitu2 aja, bahkan yg tertular makin mendekat ke org2 terdekat. Kuliah daring ga kerasa udh sebulan aja, tp stressnya kyk kuliah tatap muka satu semester.",-1
"Alhamdulillah, udah Oktober aja. Padahal pas April sempat putus asa dan ngeluh capek kuliah daring. Tapi ternyata bisa dilewatin juga. Semoga lekas pergi dan berakhir, kita diberi kekuatan untuk tetap bertahan di tengah keadaan, sehat serta bahagia selalu. Aamiin!",1
"Braw! Kuliah daring gini kalau dosen tanya tapi kita gak jwb karena gak dengar jaringan sedang buruk bagaimana ya? Aku maba nih takut banget, padahal dari awal dosen jelasin gak kedengaren jelas tau2 sudah ditanya berulang kali ternyata, giliran mau jawab sudah (cont)",-1
jgn cobaw menjawab secara spontan ketika kuliah daring GARING,1
"BM Wisuda, alias dah capek banget kuliah daring",-1
"kuliah daring serasa hambar semua. ilmu gamasuk ke otak, yang ada jiwa rebahan makin menjadi",-1
@eilishhcloning dah sana lanjutkan kuliah daring mu admin baruss,-1
"Kuliah daring sambil demus itu, istimewa",-1
Yukk mutualan... Pasti langsung ku FB... Sorry FBnya agak lama lg kuliah daring soallnya.. tp pasti aku FB kok  🙏🙏🙏  #EXOLSTAYWITHEXO  #EXOL_LetsBeOne  #EXOLVoteBBFA  #EXOL_INDONESIA,1
@jeellywish Sedang mempersiapkan kuliah daring  https://t.co/iUaxSCsPRx,-1
nawaitu kuliah daring semoga masuk otak ya njing 🙂,-1
Oh jadi ini fungsi spp meskipun kuliah daring,-1
Aku setiap kuliah daring pake zoom 👍😭,-1
Asli kuliah daring bener2 gaada yang masuk ke otak&gt;&lt; Plis ipk jgn jebol😭💀,-1
@monmonicagraysh Apa lagi cuman perkara mandi sebelum kuliah daring dikira gatel sama cowok2 GIMANA CERITANYA 🙂,-1
@andihiyat @samsungID kenapa harus punya #GalaxyA51 karna sekarang kuliah daring jadi butuh banget buat akses zoom belum lagi ngerjain skripsi yang harus banget baca banyak jurnal. Nah samsung #GalaxyA51 punya fitur layar yang luas jadi biar enak baca jurnalnya hyuungg,1
"@akukudusugih @getawaymadafaka Kuliah daring kang, online",-1
mana gb kuliah daring mu🥰  https://t.co/HJRSacFDfK,-1
"Jadi lebih cape, lebih sibuk, lebih huhahehoh kuliah daring ya ketimbang kuliah biasanya",-1
"Yaaaaa seperti itu lah realita kuliah daring, MUMET COK",-1
"Kuliah daring. Dosen :  ""ada yang mau bertanya?"" 60 siswa :  ... *sampeselesai*",1
"nek awal awal kuliah daring ngeneki tugas e sitik, jajal tak pantau 2minggu neh lak uakeh pol",-1
banyak yg dipikirin diotak ttg kuliah daring ini.,1
"@andihiyat @samsungID Waah harus banget nih punya #GalaxyA51 buat adekku tapi. Gara2 kuliah daring, jadi butuh hp yg suport. Karena hpnya udah lemot parah. Dan kadang pinjem hp ibuk. Dan juga adekku lagi ngolah bisnis onlennya, moga dengan #GalaxyA51 ini kuliah ama bisnis nya lancaarr..",1
Skrg tergantung dosennya mas. Apakah mau kerja lebih ekstra dan kreatif dan belajar hal baru. Diawal kuliah daring saya ada buat bahan ngajar lewat podcast atau buat video ngajar pakai Prezi.,1
"Pengen bgt uninstall whatsapp, tapi masi kuliah daring benci bgt!",-1
Kuliah daring alhamdulillah bisa bantu banget buat aku yang pemalu ini,1
"parah pandemi ini bener bener natap layar hp/laptop full day. masalahnya kuliah daring, pake e-book, mana kalo pengen hiburan ya buka twt, atau liat mv/film/show dan itu natap layar juga 😭😭",-1
"Mau cerita sedikit. Aku seneng banget dapat respon gini dan rata-rata pada bilang cocok. Jujur, aku lagi cari penyebab di diri aku kenapa setiap kali posting foto muka sendiri selalu cemas, ga nyaman, takut, dll. Bahkan untuk keperluan kuliah daring aja berat banget rasanya[...]  https://t.co/lpXNq2AQ5w",1
"Kuliah daring bener"" bikin jatah bulanan berhenti :(",-1
"@andihiyat @samsungID Hpku udah kentang banget. Dan wajib banget punya #GalaxyA51 yang cocok dan tepat bgt dalam setiap elemennya kaya kamera, ram dan kecanggihan lainnya apalagi sekarang kuliah daring, belum lagi tugas video yg harus perpect. udah paling cocok dah #GalaxyA51 solusinya @samsungID",-1
"Awal-awal kuliah daring  ""Wah enak cuma gini doang""  Makin kesini  ""Anjir materi gk masuk,keteteran,ujian,tugas,jingannnnnnnn",-1
@Flowerup2 valid bgt ini mah😭dah cape kuliah daring dosen ngasi tugas ga karuan😭,-1
"Boleh ga si minta surat keterangan ""tidak mampu kuliah daring"" ke dekan? Sumpah tambah lama tambah ga dpet apa2 keknya gua_-",-1
@mamokoala Wahhh bakal sering2 leat nih hehehe Aku gak ngalamin sih tapi kenya semua kalo kuliah daring pada ngeluh😂😂. Maba jalur covid nih kamu😂,-1
@andihiyat @samsungID karena mau ngembangin bakat fotografi yg aku bisa pake fitur Single takenya #GalaxyA51 karena aku mahasiswa juga mau pake kuliah daring dari pagi sampe sore tetep tenang karena batrenya tahan lama. semoga berkah #GalaxyA51,1
kuliah daring bener bener deh bikin males sampe ke ubun-ubun sampe skrg gue gabisa meet my own agenda criiiiiiii,-1
"Kuliah daring itu nyebelin coy udah cuma disuruh baca,materi kaga nyampe otak,dosennya cuma ngasi tugas,anehnya disuruh bayar lagi😪",-1
"@andihiyat @samsungID HAH SUMPAH NGILER BGT GAK SIH SM #GalaxyA51 ?? sumpah ngiler bgt liat temen pake hp ini keren gitu COY. kameranya ajibb batrenya gedeee cocok bgt dah buat kuliah daring gini, ditambah gue udah lama ga ganti hp ni hp udah banyak tambelan. makasi bang. sehat slalu. WML @samsungID",-1
Mahasiswa UMS Keluhkan Sitem Kuliah Daring  https://t.co/tL0MN9M62v,-1
Kisah saat kuliah daring jam 7  https://t.co/Hyxtv9glbF,-1
"@andihiyat @samsungID Sebenarnya ikutan ini tu iseng aja, kebetulan hp ku ilang 3bulan yang lalu huhu.. dan butuh banget buat kuliah daring;( semoga bisa berhasil dapetin giveawaynya haha karena bakal bener bener menolong aku;') #GalaxyA51",-1
@andihiyat @samsungID Mau banget #SamsungA51 buat kuliah daring😢😢. Hpku juga samsung tapi udah tipe yang lama banget. Pengen banget punya hp baru buat belajar dirumah mau beli hp baru tapi nggak punya uangnya. Semoga bisa dapet ya.,1
"-rek di sini ada yg lagi mengalami mata kuning gak? Aku baca-baca sih karna efek kebanyakan gadget. Lah piye ya, aku seharian kuliah daring ndek laptop blm lagi main hp. Kira-kira diobatin pake apa ya biar kembali putih? Jawab serius ya, makasih yg udah jawab.",1
"@yaelahcan Sibuk persiapan monev bos, dapodik belum maju, seisi lingkungan gapada respect sm kesibukan gue, besok ada kunjungan dinas bentrok sm kuliah daring. Mau nangis yaAllah ☺",-1
Euy mau tanya buat yg kuliah apa lagi masuk semester 3/4 lieur narerap teu sih kuliah daring? Urg mah eweuh nu nerap hiji hiji acan tpi lamun normal dtg ka kampus mah nerap,-1
Giliran tatap muka sampe di kodein penjaga kampus saking kemaleman😂 kuliah daring 1 jam saja cukup. Aku like kalo gini haha,-1
Terusss dapeeet surat edaraaan dari kampus yg isinya perpanjangan kuliah daring :))) makasi korona sudah membuat diriku dan temanku berjarak ditingkat akhir ini :)))),1
"Anak biologi , kuliah daring. Kebangetan Binggung bagian prakteknya",-1
itu udh dijawab sekampung gitu lo kalo ga kedengeran kan ga ada yg jawab logikanya wkwkwk hiburan bgt kuliah daring,1
"@easieur @AREAJULID iyasih menurut gua tergantung ke individunya juga. dulh emang ngerasa susah kalau kuliah daring, tapi lama kelamaan ya udah beradaptasi",-1
"Kuliah daring 2 jam, pas b absen takaluar kong dia tida trima alasan apapun ahahahanjingbanget",-1
Seribet ini kah kuliah daring 😪,-1
Kelakuan kuliah daring  https://t.co/xUkOpUFd3P,-1
"3 bulan lagi kuliah daring, semoga tahun depan kuliah offline",-1
kuliah daring hp berasa jadi admin olshop,-1
"[Kalender Event Oktober]  Ciao, Sobat Vokasi!  Kuliah daring bikin banyak webinar &amp; lomba daring bermunculan, ya kan? Buat Sobat Vokasi yg mau nambah pengalaman/kegiatan biar makin sibuk di semester ini, bisa cek link dibawah ya  Sukses buat kita semua!  https://t.co/D3Pi7YaOtz  https://t.co/pUgyauSxhK",1
"oh gini toh rasanya kuliah daring, seru juga ya ternyata haha",1
Semenjak kuliah daring pake zoom rangorang banyak pake kacamata. Hmm itu yang ngeledekin gue mata empat apa kabar?,-1
[cm] sekarang kan kuliah daring semua ya dan di depan layar terus. kalian ada yang pake kacamata antiradiasi ga? ga minus tapi. bener ngaruh ga sihh?,-1
"/kle wdyt about tulisanku ini? :( aku cewek tpi gapernah bener kalo disuruh nulis, dan semenjak kuliah daring, aku gapernah nulis, sekalinya nulis jeg tambah benyah gini, kyak kekeh siyap :(  https://t.co/lyGw84chW6",-1
"Kuliah daring yang diperpanjang sampe akhir tahun ini dan bisa aja tahun depan masih daring juga deh. Hmm, udah perekonomian lagi ga stabil, moga perangkat penunjang macam laptop ga rewel minta ini itu yaa... . . . Kalo rewel &amp; ngrengek minta dibenerin, benerin.bang solusinya 😁",1
drama kuliah daring : *Sementara Kuliah Online via App Laptop bersama Dosen (2) ~ Dosen(1) menelpon pas lagi kuliah online Dosen (2) dan sementara tethering Wi-Fi. telpon Dosen (1) auto gw Reject and u know? apa yang akan terjadi ?  Tabe'..Punten mau2ta deh😭  https://t.co/rigIxl34Rx,-1
"Kuliah daring semester ini memaksaku berubah dari anak kinestetik jadi anak auditori, bahkan semakin lihai kuliah sambil naik motor",-1
4 Cara Kuliah Daring Produktif. Jangan Tidur ! -  https://t.co/uGiW58sYAy,1
Cara kurusan : Diet❌ Kuliah daring 24 sks✅,-1
asik banget gangguin adek lagi kuliah daring Zoom wkwk,-1
Perasaan beberapa minggu kuliah daring ada aja cerita gue tiap kelas. Ntah yg malu-maluin atau yang bikin greget sama diri sendiri🙃,-1
Meningkatkan Interaktivitas Kuliah Daring | Seri 5: Teknik Mengemas Kuli...  https://t.co/I9ySN8MKK2 lewat @YouTube,-1
Memulai Kuliah Daring | Seri 4 : Teknik Mengemas Kuliah Daring dengan e-...  https://t.co/VE6bdMPUlr lewat @YouTube,-1
Persiapan Kuliah Daring | Seri 3: Teknik Mengemas Kuliah Daring dengan e...  https://t.co/lk2VROTShb lewat @YouTube,-1
Belajar dari Semester Lalu | Seri 2: Teknik Mengemas Kuliah Daring denga...  https://t.co/nHPnSA5yW4 lewat @YouTube,-1
Mengapa Kita Harus Kuliah Daring | Seri 1: Teknik Mengemas Kuliah Daring...  https://t.co/wjWRzDByGa lewat @YouTube,-1
@yoonfiie @taebylove @daechuita @jiniusmind boleh ditunggu kuliah daring mata kuliah impostornya @jimipaboo,-1
"sumpah mumet bgt kuliah daring tugasnya malah makin banyak, mending kuliah langsung deh dateng ke kelas duduk makan basreng ngobrol ketawa2 pulangnya nongkrong di cafe sambil nugas duh kgn bgt vibes itu...",-1
"buat kalian yang merasa kuliah daring selama pandemi ini terasa mengganjal, dua anggota kami menulis mengenai bagaimana wabah yang melanda menampakkan dekadensi dari pendidikan Indonesia dan watak opresif dari beberapa kampus. Sila cek selengkapnya di:    https://t.co/dZGod9DQ5b",-1
Problematika kuliah daring: Mata pedes + pinggang pegel.  UZUUUR,-1
"@Genagius Gaisok tegak bgst, nyut2an sisan, ancen kuliah daring kek asu",-1
"Sudah semester 7, kuliah daring pula. Malasnya eksponensial",-1
"Feel kuliah daring sama aja kek luring, ngantuk pol",-1
"setelah ku amati, semenjak kuliah daring ni kawan kawan ak sering kali nangis.  https://t.co/GNw44RHTAm",-1
"Udah 2 minggu kuliah daring tpi perasaan gapernah nyimak di zoom, ditinggal tidur mulu  hadehh....",1
"@rickyfibonacci @Filarkhairu_ Wkwkwkwkwk iya sih, dari kuliah daring skrg jadi ""lagi nguli yah darling?"" Wkwkwk",1
@TheReds_Indo ini auto dapet kah ? dr provider apa min .. soalnya ada yg butuh jg gt buat kuliah daring ..,-1
Apa cuma aku yg kuliah daring hbs mandi ttep pake parfume padahal ga kecium juga:(,1
"""karena waktu kuliah daring dipersingkat mengingat satu &amp; lain hal, berarti tugasnya akan lebih banyak dari kuliah offline."" -pa eko  yha sem1 aja 2x tugasnya bisa ngabisin buku kampus, kalo diperbanyak ya otomatis seluruh hidup gue didedikasikan untuk tugas pa eko ini. 🥰",1
"@subtanyarl W yang emang dari sebelum kuliah daring udah minus ditambah lagi skrng kuliah daring mana w kuliah prodi informatika, maaf mata aku menyiksamu",-1
Kuliah daring baru dapet 2 minggu aja udah bosen banget😂,1
"@Naunaback buat beli hp sm laptop, soalny lagi kuliah daring laptop aku udh pecah retak gitu trs kalau hp udah gabisa memuat dokumen2 lagi alias full memorinya huhu,sama bantu buat modal jualan ibu aku",-1
yaAllah tolong beri hamba kesabaran dlm menghadapai kuliah daring ini:'),-1
"kuliah daring, web ga bisa di akses, disuruh pindah kampus 🙂 ama ganti hape  https://t.co/z5grScgra9",-1
kuliah daring tpi buka twt sp? ak fliss jan cepu hhhh,-1
"tidakkah lingkungan ku mau kerjasama gitu buat menciptakan suasana yg nyaman pas kuliah daring :""",1
enak bgt kuliah daring bisa sambil rebahan xixi,-1
Ngene men cok kuliah daring,-1
@yungbudi1981 @CNNIndonesia Anda tidak memahami point saya. Emang kamu pakai appikasi apa? Saya pakai dual sim. Kalau kuliah daring Saya pakai kuota dari pemerintah untuk zoom palingan kirim email 5gb sebulan cukup. Kalau mau buat sosmed saya ganti kartu sendiri. Jadi efisien. Selama ini aman Aman saja.,1
@sherpa701 Masih boleh ikut ndak om mau bgt untuk beli kuota kuliah daring om,-1
"Semenjak kuliah daring, pad adzan gaada lagi break 5 menit gitu buat khusus dengerin adzan dulu.  Ya karna beda2 adzannya tiap lokasi🤔",-1
"[ INFO ADVOKASI | PANDUAN PRESENSI ONLINE FILKOM UB ]  Selamat Siang, Tetizen !  Terkait dengan diberlakukannya Kuliah Daring Semester Ganjil TA. 2020/2021, maka mekanisme Presensi Online FILKOM UB dapat dilihat pada link yang tersedia pada tautan berikut!  https://t.co/5kdK4SMovh  https://t.co/1Hf6w0l8nD",-1
Kuliah daring mata capek punggung capek  https://t.co/gpJlhMD965,-1
Dengerin mereka @BTS_twt pas lagi kuliah daring hmm🥰 dan microphone harus di mute kan🌝  https://t.co/hyHszwnCEZ,1
"Ketika kampus lain udah pada dapet kuota 50GB utk kuliah daring, kampus saya? KAMPUS LUCU  https://t.co/hUlSxgfU8y",-1
"Enaknya kuliah daring, mendengarkan materi sambil minum kopi atau makan cemilan. 😬  *tpi dgn catatan webcam hrus nonaktif.",-1
"Kuliah daring coming soon, kek mana ya cara main nya",1
"saat kuliah daring menggunakan zoom dan chat ke everyone ""asu ketawa"" dan masih ada dosen itu rasanya anjing banget",-1
@yoursweetcrushx gmn gmn susah ga kuliah daring?,-1
gawat kuliah daring lebih fokus ke yang manis daripada dosennya,-1
"yang jadi ketua kelas pasti relate, apa lagi kuliah daring kayak gini  https://t.co/YaF4iu0u0Q",-1
"3. Makan dan minum  Hahaha, ya … selama kuliah (sejak angkatan 2018), silakan makan di kelas. Saya enggak masalah. Saya juga suka makan. Begitu juga selama kuliah daring.",-1
"Bakalan rindu kuliah daring, kapan lagi live conference bisa sambil makan mie😌",-1
Bosen kuliah daring 😩😩,-1
"Demi apa dah, isi absen udah 2 kali telat. Yang beginian buat malas kuliah daring-_-",-1
"[cm] tadi kuliah daring pake z 00 m tapi di rumah lagi hujan lebat banget rasanya tuh 😭😭✊🏻 mana sinyalnya jadi jelek, tapi untungnya ngga hujan petir 😌  Ada yang pernah begini juga?  https://t.co/SyrQWZcvPi",-1
"Gini amat kuliah daring,gak mandi mandian",-1
"Kuliah daring.....  Yang kuliah satuuuu orang,  Sisanya nyaru doang 😂",-1
kuliah daring klo apknya gratisan jamnya super dikit padahal sksnya banyak wkwk,-1
@brishtannie30 asli banyak banget tugas kuliah daring,1
"@itspuddidust oh tidak, selama kuliah daring ga pernah nulis 😂",-1
lain kuliah daring tapi kuliah garing,1
"@Telkomsel Telkomsel, kuota ku nggak masuk, mana saya mau kuliah daring..",-1
@duosmol (((((kuliah daring))🤧,-1
"Oh iya, karena selama physical distancing mungkin hampir semua aktivitas harus dilakukan dirumah aja jadi mungkin ga sedikit nih dari kalian yang merasa bosan atau malah tambah malas? Nah kita udah menyiapkan beberapa tips agar kuliah daring yang kalian lakukan dapat (cont)",-1
"✨SELAMAT MELAKSANAKAN KULIAH DARING✨ ⠀ Haloo Sobat FEB! Apa kabarnya nih? Semoga sehat selalu ya.  Wah ga terasa ya sekarang sudah mulai memasuki perkuliahan Semester Ganjil, gimana nih udah pada siappp belum??  https://t.co/deaMNZJwqP",1
"Count down for PK-daring 162.  Saat PK-daring, kuliah daring, kontrol ke RS bebarengan, bakal seperti apa ya? 😅  https://t.co/eaGpdBEP1E",1
@collegemenfess Kuliah daring ganggu bgt alias aku jd pelupa kalo ada deadline dan sering ketinggalan info krna males buka wa😭,-1
"Jadi Gini....... Selama kuliah daring gaada program subsidi apapun dari kampus(tempat kuliah ai.nk), spp atau ukt tetep jalan seperti biasa, gaada potongan sama sekali, KRS/UTS/UAS tetep bayar perSKS.  Dan setelah hampir 7bln kuliah daring akhirnya ada program subsidi kuota. Next  https://t.co/YtfdwKAf0Q",-1
"@subtanyarl Jalanin aja nder, karna udah memilih harusnya km udh tau resikonya. Apalagi baru maba, dan masih kuliah daring tentu saja buat nyari temen yg bener2 temen itu masih susah karna belum ketemu langsung tiap hari. Semoga dg berjalannya waktu km bisa nemuin temen yg kmu cari ya :))",1
"Untuk pertama kalinya merch perdana aing, yang berkolaborasi dengan seize basic (baca: penjual malas). Menggunakan kaos dengan bahan premium dan fittingan oversize cocok untuk kamu yg sedang kuliah daring semester ini. Yok sila dipesan frensss  https://t.co/PYPb4gQD0O",-1
"@radenrauf Cape kuliah daring om,  pengen punya pacar biar ada yg gofood-in",-1
"[cm] temen2 rekomen webcam yg jernih buat kuliah daring dong... laptopku jelek banget kalo nyalain kamera, maklum laptop buyut wkwkwk makasiiy...",1
"Pen bgt lanjutin ff gue di wp tapi tugas2 menghantui.. fak kuliah daring :"")",1
"@collegemenfess Enggalah malah bagus, apalagi skrng sistem kuliah daring, jadi kalo lu tiba2 pas ngerjain tugas gangerti kan bisa nanya, bukan dateng pas butuh doang",-1
"@collegemenfess Sama nderr, ditambah lagi beban kuliah daring, corona cepatlah berlalu",-1
Suka heran deh kalo jam segini kenapa ya otak w lancar bgt buat mikir dan ngerjain tugas..... Tapi kenapa kalo pagi dan ada kuliah daring otak w lemot bgt susah nangkep materi... Dan berhasil jadi keong dan ngangguk² aja sampe selesai :),-1
"@tercilukba WA, ingin ku uninstal tapi masih kuliah daring",-1
"@collegemenfess Tolong pak/bu kalo kuliah daring banyakin jelasin dong, terus jangan suka ngilang atau nyurug absen doang di wa group. Saya butuh asupan materi buat semester depan pak/bu😭 kalo gini terus ntar skripsi saya mau diisi apa??😭 saya mending ttd kulaih offline sumpah😭",-1
"@collegemenfess Tolong dong pak/bu, ini kuliah daring jgn disuruh bikin tugas kelompok lagi dong, apalagi bikin video. Trs materi kuliahnya jgn dikirim pake vn ya pak. Kenapasih jd dosen gitu amat.",-1
gegara kuliah daring gabisa pake ava kosongan :(,-1
Kasdim Pati Berikan Materi Kuliah Daring Kepada 300 Maba IPMAFA  https://t.co/IwADOsR95h Via @TribunusAntara,-1
"Masuk kelas, nungguin dosen dateng sampe 4 menit sebelum kuliah berakhir dan tak kunjung datang.   Temen gue dipresensi disebut hadir. Gue kagak diitung. Gini nih tainya sistem kuliah daring. Presensi kagak jelas cok",-1
@fuckincts Skincarebox soalnya aku mo perawatan dah buluq amat selama kuliah daring ni,-1
[cm] Drop kelebihan dan kekurangan kuliah daring versi kalian!,-1
ilmu yg gue dapat selama kuliah daring 😑  https://t.co/o430ULfPXa,1
"Gak lagi lagi dah gak fokus kuliah daring, apalagi temennya baru baru gini Asuukkk asuuk",-1
 https://t.co/KJ4ObF4VEx cek gengs biar nggak pusing kuliah daring,-1
"Enaknya kuliah daring tu bisa sambil rebahan,makan,bangun mepet,dll. Gaenaknya tu peninggg liat laptop teruss asww",-1
"@ShopeeID Pisces nih min,,, uwuwuw semoga Aku terpilih ya min, Pengen banget laptop baru apalagi lagi kuliah daring Gini❤️🤗",1
@svtluvv siapa yang mau beli lagi kuliah daring begini mah wkwkw,-1
"Maaf yaa gara gara sibuk kuliah daring jadi lupaaa, gw share sekarangg",-1
"positipnya dari kuliah daring adalah mukaku jadi ga terpapar debu layo tiap pagi dan sore.. jadi bruntusannya berkurang :') dana ongkos jg jadi gaada..  selebihnya, aku kangen layo :((",1
Aku sambat disini boleh? Capek bgt kuliah daring tugas numpuk numpuk 😭,-1
siklus kuliah daring bangun - buka chat group - join zoom - tidur lagi,-1
"@FirstMediaCares Permisi mohon cek status pembayaran saya,saya lihat status nya unpaid padahal saya bayar sebelum tgl 15 september 2020 No id pelanggan 11100062,dan sekarang jaringan mati beskk saya ada kuliah daring  Tolong perbaiki segera 🙏🏻 terimakasih",1
-rek seneng banget walaupun sedih jg deng. aku maba dan 3 hari lagi mulai kuliah daring. pdhl harusnya 1 September udh mulai. 😔 kapan bisa kuliah lgsg yaaa? masalahnya kuliahku mulai jam 6 malem krn beda zona waktu😔,-1
"Kuliah daring, sesi tanya jawab check ✔  - dimasa pandemi seperti ini apa yang harus dilakukan mengenai pembahasan tersebut ?  - kebijakan apa yang perlu dilakukan pemerintah mengenai pandemi covid?  - pandemi blabla - covid blabla - corona blabla  Gitu aja teroos sampe mamposs",-1
"@ajengayang Wkwkwk, kuliah daring bikin sesat sih. Banyak distraksinya",-1
"@affah_nur Untung kuliah daring, jadi gak makin sebel Sama people wkwk",-1
"@Telkomsel lagi ada masalah apa yak? Sinyalnya kok jadi labil gini Sudah 3 hari kuliah daring via zoom beberapa kali ter log out gegara jaringan, hari ini juga.",-1
"@tassamoo Sebenernya aku tuh niat ambis si semester 5, tp grgr kuliah daring ini jiwa ambis ku ilang :(((",1
Sampe kapan kuliah daring,-1
[cm] apakah ada yang kuliah daring tapi praktikum nya luring ?,-1
Tiket sudah beli eh ternyata praktek di undur dan kuliah daring di perpanjang rasanya ANJING banget:),-1
"besok ya gue nonton bw inbox-nya, kuota dah abis buat kuliah daring 😭 @ b @ w",-1
"Malam-malam dandan rapi, wangi, ga kemana-mana, cuma mau kuliah daring aja 😃",1
@nmmn_csply Pusing grgr kuliah daring😪,-1
"kuliah daring ada enak gak enaknya. enaknya ya diem dirumah doang, g enaknya tugas iya numpuk materi yg masuk eh taunya malah keluar lagi alias gak nempel2 ya allah :(",1
Jgn biarkan kuliah daring menjadikanmu manusia individualis.,-1
"Dear bapak ibu dosen Waktu zoom kalo panjenengan berbicara ""saya ingin mendengar jawaban Vera septiana"" Saya yang ga merhatiin langsung 'deg' nyalain mikrofon trs bilang ""maaf ibuk/bpk suaranya putus putus bisa diulang"" Kuliah daring enak lo jane ki wkwk",-1
Kalau semster ini. Udah siap banget kuliah daring full. Kagak dtg2 ke kampus. Semuaa serba daring.   Buat status. Biar gak lupa. Kalau smster ini adalah semstr dikabulkan doa doa 😂😂,-1
300 Mahasiswa Ikuti Materi Kuliah Daring Bersama Kasdim 0718/Pati  https://t.co/d0lVP5wQZo . Via @delapanenamcom,-1
"Kuliah daring, praktikum sampe sore offline, rapat organisasi, ngevent sana sini, masih ngurusin rumah yaallah pengen sambat boleh ga sih, mau istirahat aja kok susah😠😠😠😠",-1
"Alhamdulillaah sudah dipercaya mengampu banyak matakuliah.  Alhamdulillaah bisa buat orang lain bahagia banget....  Percalah.. apa yg kau tanam, ia yg kau tuai.  Selamat kuliah daring",1
Kuliah daring rasanya goblok ku bertambah 🙃 #rasanyaanjimbgt  https://t.co/pwMg1aUn9D,-1
dikala kamu kuliah daring di filkom  https://t.co/dpGYUwKNQV,-1
"@elelkaenhaa Kan kuliah daring, jadi bebas mau kemana aja",-1
Kuliah daring   Ada yang ditanyakan?                     mahasiswa:  https://t.co/smKyIFiJiM,-1
gaes semenjak kuliah daring makin jarang ketemu temen kelas ko aku mah malah ngerasa makin jauh ya sama mereka takut awkward klo ketemu wkwk,-1
"Oh gini ya rasanya kuliah daring :"")",1
"Selama kuliah daring pake gmeet  Dosen:                             ""Ada yg mau                ditanyakan?""                  Mahasiswa:  https://t.co/PpA2TiKPdO",1
"Kuliah daring gini, bukan paket data yg unlimited, tp tugasnya yg unlimited! heioooo semangatttt",1
kuliah daring jam terakhir bisanya cuman among us an wkwkwk,1
"Semenjak kuliah daring, gua mulu anjrot yang dipanggil😤 mentang-mentang nama gua dari A",-1
Hallo Sobat Els! gimana kabarnya? apakah kalian bosan kuliah daring terus?,-1
Kuliah Daring Pengantar Ilmu Politik (1). Apa saja sih arti politik itu?  https://t.co/vNpu7a62wa  https://t.co/gInjrnqVPL,1
@collegemenfess Semester 3 Ambil 23 sks tapi cuma satu matkul studio/praktik karena kuliah daring Ikut himpunan baru pelantikan nanti sore &gt;&lt; doakan ak! sama ikut kegiatan luar kampus yaitu circle kampus buat ambassador cicil co id dan berusaha mencari pundi pundi rupiah,-1
insecure sama cewe cantik mulus ❌ insecure sama cewe yang otaknya bisa jalan padahal kuliah daring sinyalnya grandet dan jawab pertanyaan dosen terus digrup✅,-1
ada ga yang kaya aku? kuliah daring bukannya makin ngerti malah jd bego😃👍🏻,-1
